979;K2III;1.29;3074.92376;58180.193716;-81274.903279;2937649.65196154
988;M...;1.537;3859.020832;72050.757117;69237.246891;5754399.37337157
1039;A9Iab:;0.501;3183.19852;56032.786803;82765.899079;5807644.17521312
1056;G8III;0.899;5075.584398;88301.340756;-46659.529184;4698941.08605216
1104;B3;-0.117;3489.989277;58015.71966;81375.648751;2805433.63795171
1117;K0;1.297;5988.105792;98375.744782;-16922.039702;2779713.26775929
1165;M1III;1.534;4264.657272;66930.983931;-74175.845722;2703958.36410884
1171;K3III;1.401;4384.777705;68546.802651;-72678.123055;2910717.11806661
1202;G5;1.188;3845.154501;58541.567319;80982.094828;7379042.30129103
1204;B9;-0.086;3986.456489;60551.578392;79483.422918;7447319.73905989
1229;K0;1.491;4693.38318;70332.735395;70931.505596;3981071.70553498
1247;K0;1.62;4356.693813;64063.510956;76660.849089;9120108.3935591
1257;A0;-0.001;4480.422902;65015.721061;75847.754255;4285485.20397439
1267;A0;0.215;3635.774578;52377.59003;85107.985559;3047894.98962799
1278;A5IV;0.1;2629.793545;37531.356981;-92652.476648;3698281.79780267
1289;M0;1.601;4723.167055;66885.373341;74189.207611;2558585.88690565
1293;M0III;1.618;3185.063777;45034.386806;-89228.691427;3341950.40026115
1326;K2;1.304;7107.317074;97578.643104;20685.609831;4786300.92322638
1417;G5;1.4;4578.509793;59008.153937;80604.435468;6137620.05164795
1466;B1II...;0.267;3777.295682;47216.387726;88070.11243;7726805.85095702
1474;K2;1.608;5692.579211;71025.791332;70163.604718;11587773.5615513
1490;K2;1.49;6004.939597;74089.719477;66892.855884;3801893.96320561
1504;K4/K5III;1.548;3980.348925;48576.360623;-87318.348651;5248074.60249771
1526;F0Iab:;0.592;4100.201649;49322.219617;86893.653384;6426877.17317019
1570;K4III;1.537;7918.662864;92505.561967;-37148.563682;6918309.70918938
1592;K2;1.532;4881.318989;56120.190246;82623.828111;6729766.56284318
1605;B0.5IIIn...;0.154;4101.614737;46665.036149;88349.029789;4875284.90103386
1631;K1III;1.315;7681.912125;85770.365544;-50837.315236;2679168.32481904
1637;B2III;0.26;4428.129045;49369.728455;86850.57017;2606153.5499989
1652;M2II:;2.02;4256.596085;46939.997794;88195.906622;16595869.0743756
1671;B9;-0.101;6275.270024;68566.61987;72520.615153;5649369.74812302
1681;K0;1.168;6619.745218;71977.229985;69104.683901;3564511.33426244
1743;B0.2IV;0.14;4483.872617;46445.762191;88445.949375;3981071.70553498
1763;M0;1.667;8151.589875;83404.613841;54563.92556;2728977.78280804
1796;K0;1.447;9806.864869;98203.301924;-16122.558502;3104559.58812836
1834;M6-M9.0e;1.282;5690.531506;55930.340011;82700.755111;2511886.43150958
1850;K5Iab:;1.659;5152.902472;50347.510427;86247.178446;4570881.89614875
1852;B9;0.058;5729.275912;55912.459494;82710.170299;4920395.35681451
1904;B8II;-0.111;8323.689787;78992.89397;-60752.274482;4168693.83470335
1996;K5;1.573;9018.752972;81379.686055;57410.876952;9817479.43019986
1997;F0;0.539;9295.696905;83821.986409;53735.133884;2679168.32481904
2024;K2;1.676;6418.353345;57005.740164;81909.403176;16904409.3164327
2085;F5IIvar;0.635;7168.862913;62138.848687;78021.605051;6606934.48007595
2104;M...;1.619;9608.697018;82163.958774;56185.023096;8472274.14140598
2105;K2;1.397;9527.955496;81428.431715;57259.30992;2884031.50312661
2180;N0v;2.1;9744.535253;80736.986095;58194.356117;7447319.73905989
2203;K2III;1.219;10961.860603;89754.884073;-42707.123494;3047894.98962799
2222;K0;1.585;11462.501077;92779.686506;35504.096116;8871560.1203796
2259;B0.5IV...;0.188;5785.932754;45801.135606;88706.137854;2779713.26775929
2302;G5;1.018;12691.10183;98540.409702;-11345.641898;2779713.26775929
2340;K2;1.232;12857.238402;97981.196281;15309.36302;5861381.6451403
2354;F4II;0.885;6518.010471;49342.740225;86734.130874;2511886.43150958
2390;B0.5III;0.495;5545.46208;41461.640193;90830.502743;4092606.59730012
2427;K2III;1.282;10857.857989;79922.461313;-59114.356104;2654605.56197555
2435;M1III;1.585;8319.568387;61066.810928;-78750.424664;3404081.89701001
2450;A0;0.04;7583.06936;55400.708507;82905.117792;2558585.88690565
2459;B5;0.176;7354.939421;53592.637237;84105.493674;2805433.63795171
2463;Fw;0.713;13026.574351;94844.237723;-28894.269728;3531831.69791956
2478;G5III;1.127;10900.181201;78902.597425;-60461.278266;5105049.99975406
2503;B8;-0.034;8121.120062;58269.449933;80862.343607;8090958.99178383
2522;K2;1.44;11974.067024;85307.148714;50786.92841;3531831.69791956
2524;B2;0.501;5003.810639;35552.41853;93332.670677;2857590.54337495
2599;B1Ia;0.13;6529.619087;45034.191856;89046.536344;187068214.03658
2605;K3III;1.477;11505.539938;79107.518514;-60080.138692;3280952.93113119
2635;A2;0.196;9796.004342;66650.431124;73903.709852;3531831.69791956
2656;G5;1.072;6691.232931;45234.938992;88932.714431;4325138.31035009
2662;K3III;1.404;5633.421294;37999.882029;-92326.992425;3664375.74647833
2750;K0;1.27;11822.800552;76623.034688;63159.575223;3597493.35155743
2772;G5;1.378;7247.861794;46595.220692;88183.637417;5152286.44581757
2774;G5;1.2;13936.502863;89475.245213;42425.869254;5495408.73857626
2814;A2;0.615;10205.407044;64779.090986;75495.159038;15275660.5823808
2858;K2III;1.326;13063.414567;81970.310393;-55769.305301;2805433.63795171
2876;A4III;0.294;7841.684763;48881.119216;86885.810971;42461956.3946313
2880;M3II;1.473;13681.258002;85218.685997;-50503.452647;2606153.5499989
2890;A0;0.047;9474.843811;58762.396894;80356.754825;5915616.34175474
2905;B5...;0.598;7872.95696;48584.989489;87048.924782;3767037.98983909
2929;M7;1.645;12035.887483;73606.712974;-66612.230241;4613175.7456038
2951;G8III;1.082;8066.659608;48868.631851;86872.23851;3250872.97385435
2958;K2;1.332;12236.922875;73984.571607;66155.42973;3019951.72040202
2959;A0;0.24;15072.068395;91031.734291;38549.39826;2606153.5499989
2995;F0;0.223;12727.443357;75899.809821;63853.199252;3250872.97385435
3030;K3Ib-II;1.725;8289.95293;48809.298519;86884.572902;17060823.8900312
3078;K1/K2III;1.367;12626.880252;73352.959726;-66782.521623;6546361.74067275
3094;G5;0.952;15168.746806;87402.94963;46158.785905;2582260.1906346
3146;K5;1.685;17201.613104;97552.685501;-13695.913918;3801893.96320561
3155;K2;1.541;13448.729586;76048.290759;63527.861172;5105049.99975406
3171;K5III;1.92;8899.819556;49946.348876;86175.144014;10864256.2361707
3184;K2;1.51;13571.956559;75925.807543;63648.045878;7177942.91271363
3237;B0.7Vn...;-0.236;13777.091878;75805.310361;63747.52247;5546257.1295791
3296;K2;1.428;18236.921352;98306.780748;1786.493369;6668067.69213625
3303;M0III;1.622;8756.912042;47116.258847;-87768.870585;3404081.89701001
3346;B1III;0.059;11300.773887;60047.244587;79161.990752;14588142.6027535
3355;F8;0.484;18528.731835;98260.036572;1285.032879;2831391.99579938
3367;A1Ia;0.637;8060.543571;42624.162717;90101.100358;10665961.2123026
3382;K0;1.178;18510.806314;97553.465408;11860.499001;3630780.54770101
3386;K5;1.526;18355.659992;96598.307383;-18216.387045;4487453.89933132
3390;K0II;1.331;13650.079186;71587.265487;-68475.826087;2992264.63660818
3408;K4III;1.51;13511.949908;70501.16413;-69620.493147;5296634.43891659
3510;G5;0.968;14320.665253;72327.270432;67555.047914;3280952.93113119
3536;K1/K2III:;1.43;3507.284264;17596.000865;-98377.231668;2630267.99189538
3584;F2Iab:;0.414;10869.108603;53704.139026;83652.423067;14454397.7074593
3634;M1III;1.564;10683.617402;51830.443827;-84849.663593;9638290.23623972
3639;K5;1.532;15564.542559;75438.285021;63771.546697;3191537.85510076
3653;G8III;1.019;12477.653083;60283.143057;-78805.144736;2910717.11806661
3664;M2III;1.611;15796.195516;76155.624387;-62855.398189;3630780.54770101
3690;B1.5Vn...;-0.157;13768.464138;65738.244688;74087.19507;3732501.57795721
3703;K2;1.541;12923.431097;61452.037701;77824.366306;4655860.9352296
3715;K2III;1.394;17641.476244;83555.767512;-52030.875751;12705741.0520854
3748;K5;1.382;12728.328889;59745.485014;79173.648799;2910717.11806661
3763;K0;1.389;20934.175886;97780.526507;-853.765829;7655966.06911257
3808;K5;1.767;20662.690433;95269.029051;22290.47617;4830588.02039774
3818;B1II;0.538;8788.488297;40445.443965;91032.568545;2582260.1906346
3839;B8;0.299;7829.700312;35858.470273;93020.782101;4875284.90103386
3917;A0Ib;0.535;9820.687085;44050.945621;89236.025267;5152286.44581757
3932;B5Ib;0.309;11029.265998;49276.092339;86314.668236;8016780.63387679
3976;K2;1.58;10010.442967;44119.415722;89181.097705;5495408.73857626
3988;K5Ib;1.88;10482.103564;46069.178355;88134.875616;33419504.0026115
4006;B5Ia;0.494;9831.661625;43072.2331;89711.321018;15559656.3160508
4050;K1III;1.093;19867.241528;86215.324799;46606.979408;6486344.3354824
4075;B8V;0.336;11271.547339;48573.335946;86680.927648;2857590.54337495
4121;O5.5((f));0.101;12565.802944;53553.321283;83511.330383;6546361.74067275
4132;K0;0.924;19995.009445;85080.238784;48595.808108;2606153.5499989
4133;M0;1.62;18286.12328;77801.459581;60104.49719;3019951.72040202
4218;K2/K3III;1.341;20440.119079;85433.331375;-47784.384711;3311311.21482591
4227;A0;0.034;13353.832987;55710.93032;81963.207523;3372873.08658869
4245;A0;0.06;13176.556598;54719.960854;82656.543845;3664375.74647833
4254;G6/G8II/III;1.036;12633.228945;52370.304995;-84248.161292;10185913.8805412
4295;B3V;0.068;11285.575515;46105.430736;88016.617901;3664375.74647833
4305;K5;1.779;12886.397931;52500.702983;84128.57383;9289663.86779938
4389;A0;0.08;9722.430191;38815.367592;91645.194036;4055085.35448384
4429;G5;1.113;12211.694309;48332.945218;86687.951462;3372873.08658869
4451;K2;1.299;13671.50261;53863.545675;83137.286843;3597493.35155743
4452;M...;1.673;20893.886983;82289.404618;52838.427122;7244359.60074989
4513;M3III;1.483;8356.606014;32388.371912;-94239.909278;2728977.78280804
4530;K4/K5III;1.54;23118.725043;89382.491188;-38422.582181;3531831.69791956
4538;B1.5III-IVn;0.02;14095.0474;54376.023109;82731.962824;4830588.02039774
4549;K0;1.233;25100.774707;96694.268259;-4491.057212;3250872.97385435
4567;B1.5Ib;0.554;11171.924529;42853.48271;89659.171482;6982324.04077172
4600;A2;0.449;15481.149135;58846.856764;79356.042433;6918309.70918938
4621;M2;1.489;18778.499;70866.488328;68009.622903;4168693.83470335
4627;K2;1.441;16096.728732;60683.44884;77835.816698;3801893.96320561
4758;A2;0.108;15277.794029;55894.203587;81501.085974;4487453.89933132
4798;G5;0.836;15146.184819;55005.697204;82127.744158;2511886.43150958
4862;A2;0.282;4953.447839;17709.792992;98294.590831;3908408.95792402
4875;A0;0.033;16306.094977;58145.987182;79706.683793;9638290.23623972
4908;K5;1.565;22663.516136;80426.42081;54935.92515;4742419.85260244
4912;K0;1.04;26086.617457;92451.020119;27790.236933;3280952.93113119
4933;G:w...;0.821;24105.680868;85041.9953;-46762.968848;5058246.62003114
4945;K2;1.591;27281.820645;96038.802116;5678.974419;5701642.72280748
4970;F5;-0.157;19711.720439;69096.789858;69549.131616;2910717.11806661
4991;K2/K3III;1.259;7843.499801;27362.363289;-95863.343287;2857590.54337495
5000;B1Ibp;0.47;13032.907003;45405.449886;88139.028652;4325138.31035009
5091;M...;1.567;26507.24675;90642.559065;32883.010142;9204495.71753172
5165;G8IIIvar;0.885;19495.774096;65728.03719;-72799.31262;409260659.730011
5173;K5III;1.557;22362.152374;75299.651386;-61886.15873;4528975.79903621
5218;K5;1.533;28512.175654;95143.448909;11609.477559;2910717.11806661
5239;G0Ia;1.476;12735.349529;42317.814847;89705.147115;8394599.865194
5250;K0;1.427;25375.324234;84107.369701;47770.736672;2679168.32481904
5368;M3III;1.551;28208.629943;91341.326938;-29343.400736;2728977.78280804
5414;B0.5III;0.24;10326.142392;33144.310448;93780.730746;14723125.0243272
5435;G8IV;1.129;28182.220477;90018.64966;-33202.487291;2992264.63660818
5617;G2/G3;1.418;19156.339744;58865.434683;-78535.948757;2535128.63049791
5627;M...;1.732;27151.994886;83220.480352;48343.777508;3404081.89701001
5649;B3Ib;0.515;14668.677165;44782.123989;88200.857173;3981071.70553498
5725;K2;1.605;26322.932149;79134.488067;55180.032995;3767037.98983909
5782;K0;1.26;26042.845288;77641.627445;57389.44064;2884031.50312661
5922;K0;1.42;31697.578875;91823.156435;23743.870788;3221068.79128343
5934;M0;1.734;18609.392489;53832.417352;82193.438627;5861381.6451403
5964;G8III;1.131;4832.509336;13893.932226;-98912.109981;5970352.86583837
6013;K0;0.8;33085.797968;94313.340957;3213.049995;8953647.65549594
6014;K5;1.66;18314.531352;52199.061274;83305.677738;4875284.90103386
6032;K0III/IV;0.974;31627.364689;89953.335204;-30134.818542;3564511.33426244
6051;K3III;1.459;20323.081675;57620.34822;-79163.551097;3250872.97385435
6064;B1V;-0.134;18895.81268;53479.059365;82358.596779;9549925.86021437
6084;K5;1.756;15839.595789;44655.313323;88062.535719;7447319.73905989
6091;K5;1.593;30601.267808;86169.669598;40476.541972;4528975.79903621
6181;A;0.129;17445.246158;48385.151083;85758.617883;2831391.99579938
6203;G5;0.968;33884.673216;93694.038252;-8558.978739;3944573.02075279
6205;G5;0.934;33726.677041;93233.889585;13036.605718;3732501.57795721
6229;B6Ib;0.412;17989.061068;49517.116566;84996.757573;13931568.029453
6231;M2Ib;2.102;17944.936982;49374.602275;85088.940696;2910717.11806661
6242;F0Ia;0.683;18024.596194;49467.137003;85018.328882;91201083.935591
6260;K2;1.246;27170.875893;74342.17333;61114.521743;3664375.74647833
6310;K2/K3III;1.337;19888.821137;53862.562406;-81873.433816;4920395.35681451
6371;K0;1.104;22418.549297;60068.369322;76741.121014;21086281.499333
6499;G8III/IV;1.081;34888.947629;91491.774927;-20298.188443;2728977.78280804
6522;A0Iab;0.389;6988.580189;18258.229169;98070.365964;32508729.7385435
6579;A0;0.159;22784.84988;58948.250649;77498.092631;3664375.74647833
6584;K5/M0III;1.472;25180.242625;65115.920876;-71595.196974;6854882.26452662
6587;K0III;1.158;30757.997804;79473.536707;-52324.970467;3499451.67028358
6635;B8;0.082;17841.301551;45801.38051;87085.713537;3280952.93113119
6741;G5;1.292;33954.121458;85330.289189;39570.941142;3019951.72040202
6745;B9;-0.07;25844.834663;64913.931455;71541.778175;8317637.71102669
6793;B3Ia;0.457;18456.391064;46005.288061;86849.726678;6081350.01278719
6824;K4/K5III;1.593;12255.42772;30416.000525;-94470.479005;3191537.85510076
6844;O9.5IV;0.39;16851.532947;41681.499004;89323.448266;2831391.99579938
6852;M0;1.617;27668.274806;68381.21095;67516.491011;3837072.45492279
6927;F3Ib;0.738;18963.464477;46206.04132;86633.646815;12473835.1424295
6932;A0;0.177;22139.328314;53901.252234;81268.106594;2884031.50312661
6945;M2;1.552;24878.670239;60476.754821;75654.569548;3564511.33426244
6974;K2;1.334;16031.760424;38810.188018;90756.553282;18030177.4085957
6979;B0.5V;-0.012;18959.856437;45854.573761;86820.976214;10568175.0921366
6985;F6Ib;0.883;19824.338596;47919.96387;85502.471671;6668067.69213625
7019;K5;1.8;15486.080605;37195.042617;91524.368954;6309573.44480194
7070;K5;1.544;38545.912885;91765.473179;-9659.737683;4285485.20397439
7088;B5Iab;0.48;17401.073045;41345.088307;89374.416151;8550667.12884682
7112;M2III;1.647;16686.560972;39497.442708;-90341.079817;3162277.66016838
7120;G0;0.79;37627.03817;88916.254712;26040.46172;2779713.26775929
7226;G5;1.308;34919.827168;81148.454869;46856.525083;2937649.65196154
7232;B5Ib;0.287;19372.023998;44963.288231;87195.340044;11168632.4778056
7431;K0III;1.08;38732.071685;87265.006801;-29742.985912;4168693.83470335
7487;K0;1.3;37243.631725;83248.677879;41019.135822;2754228.70333817
7520;M...;1.67;37900.456048;84298.833772;38174.101902;4246195.63946313
7521;A0Iab;0.818;19368.692904;43076.147102;88143.628661;4613175.7456038
7524;K7;1.736;22315.856876;49622.816879;83902.196496;3908408.95792402
7529;K2;1.326;25691.52331;57060.986468;77999.932392;2703958.36410884
7598;M2;2.368;18934.666627;41608.942381;88939.160743;2831391.99579938
7624;G5;1.304;41245.639053;90298.217926;-12042.802765;3133285.7243156
7657;K0;1.363;41252.254616;89884.878363;-14797.301471;3019951.72040202
7697;F5Iab;0.83;20269.350564;43907.408642;87528.811538;15417004.5294956
7762;M0;1.581;40739.916931;87451.785575;26314.337693;3435579.47899875
7845;O9.5Ib;0.306;18562.877488;39412.725039;90011.424922;4325138.31035009
7850;G5;0.946;27812.106673;59009.051833;75791.942344;5445026.52842422
7868;K0;0.997;22434.065696;47443.161564;85122.612255;2558585.88690565
7928;K1V;1.461;30108.421349;63188.128283;71419.488656;3531831.69791956
7964;B9;0.055;23399.662979;48880.111699;84042.789415;3872576.44921617
7967;F8;0.559;43110.449786;90032.257859;-5973.413102;4168693.83470335
7979;K2;1.3;27797.1744;57957.927261;76604.149777;3767037.98983909
8021;K1III;1.168;35352.355958;73307.212619;-58105.623706;2654605.56197555
8034;M2.5II;1.874;28825.872887;59639.065092;74914.957403;16292960.3263972
8089;G5;1.063;43284.393965;88881.188053;-15053.094345;5105049.99975406
8093;B9;0.012;28349.465094;58199.472295;76217.643978;9289663.86779938
8106;F5Ia;1.22;20717.488232;42386.228976;88171.38541;10375284.1581801
8180;K0;1.48;13766.504517;27868.902944;95046.344496;4570881.89614875
8239;B5Iab;0.724;21491.79888;43067.441835;87654.423931;2558585.88690565
8260;B6Iab;0.651;21530.372098;42996.866313;87679.601759;3531831.69791956
8345;K5III;1.499;43229.479053;85176.241384;-29601.014249;5058246.62003114
8350;K2;1.659;30317.977138;59714.973387;74262.656939;2582260.1906346
8415;B2Ib;0.279;23868.08904;46550.202808;85225.541356;9289663.86779938
8508;K2III;1.3;20635.868756;39763.4423;-89403.74476;3664375.74647833
8515;B9;-0.035;32454.809169;62443.725681;71045.52378;4570881.89614875
8521;Mc;1.333;45974.30543;88400.219945;-8471.384419;3944573.02075279
8549;M1III;1.631;45111.274352;86415.053579;-22302.722732;15417004.5294956
8571;M0;1.609;40977.643993;78270.049783;46846.899576;3944573.02075279
8604;Ap...;-0.038;27334.033288;51955.452638;80953.576382;3191537.85510076
8616;K3III;1.33;9269.38263;17593.079541;-98002.867805;2884031.50312661
8626;K5Ia0-a...;2.215;19830.75206;37579.744647;90523.499787;21086281.499333
8655;M...;1.489;46155.654665;87226.069078;16163.799541;4613175.7456038
8759;K2III;1.389;46058.175748;85983.884928;-22032.157848;9462371.61365791
8869;K4III;1.435;16715.613106;30742.907265;-93677.435551;5807644.17521312
8890;K0III;0.979;42913.215864;78670.803338;-44377.478594;2654605.56197555
8905;G5;0.96;28268.346524;51708.639762;80790.575928;5701642.72280748
8929;G2Ib;1.151;26477.050665;48291.488753;83467.945032;16292960.3263972
8942;G3/G5III;1.137;39237.128405;71381.499497;-58009.734391;2679168.32481904
8968;M...;1.371;46140.198616;83652.247348;29553.063892;4246195.63946313
9030;M2III;1.504;40993.588475;73721.945904;-53708.476017;2654605.56197555
9034;K4III;1.419;40436.631528;72672.726305;-55529.754926;6251726.92775687
9037;B7V;0.09;23367.735389;41986.638185;87698.752493;9289663.86779938
9053;K4III;1.467;43188.285469;77417.57743;-46274.082414;3630780.54770101
9058;K2IV/V;1.341;40878.342633;73263.159382;-54419.395265;2805433.63795171
9124;B2III;0.337;20429.299193;36252.00883;90930.938438;6486344.3354824
9211;M2Iab;2.155;25256.624295;44422.738217;85957.682539;3564511.33426244
9265;K0;1.289;49041.715794;85739.006609;-15611.945993;3047894.98962799
9315;A1V;0.048;41128.744422;71484.360233;-56554.510551;2511886.43150958
9387;G6II;0.909;38674.704816;66558.837552;-63829.369033;2831391.99579938
9436;B2IV;0.263;26578.814251;45495.532518;84992.488219;2964831.38952435
9437;M3III;1.645;20240.418557;34636.480079;-91600.435066;8790225.16830884
9441;K5;1.694;33808.368146;57828.476324;74248.64692;4325138.31035009
9531;K2III;1.282;49631.748378;83784.087683;-22735.791258;2703958.36410884
9552;K2/K3III;1.426;44050.714134;74234.297143;-50485.678286;5345643.59396972
9615;M1;1.744;6655.66271;11123.804913;99156.256072;5915616.34175474
9635;G5Ia;1.677;22356.243721;37273.783043;90060.332358;8472274.14140598
9667;F2;0.557;39891.932078;66175.409355;63477.940671;2606153.5499989
9699;G6III;0.953;34068.064589;56278.085289;-75313.63815;2679168.32481904
9720;B1III;0.307;22431.130809;36956.527408;90172.387233;12589254.1179417
9738;G6:IIICNpva;0.924;45733.233089;75162.903377;-47529.036885;10092528.8607668
9748;K5;1.5;51219.619218;84085.723945;17496.903606;13677288.2559585
9808;B1.5II;-0.05;34217.530762;55734.065677;75649.683488;5861381.6451403
9816;M0;1.563;35732.305269;58153.527226;73084.674395;4092606.59730012
9854;M0;1.718;52416.380614;84889.133528;6808.674773;3372873.08658869
9876;K2;1.378;34103.130225;55074.784785;76182.311529;4285485.20397439
9935;B0pe;0.226;28757.402341;46070.509675;83967.374024;3311311.21482591
9945;K5III;1.604;46090.0984;73758.716064;49349.312474;6792036.32617184
9990;A1Ia;0.595;27879.353816;44324.688389;85194.269558;47424198.5260244
9997;B6Ia;0.333;22482.117969;35715.758068;90658.364041;7798301.10523259
10003;K5;1.404;53208.871601;84483.989544;-5592.092068;3630780.54770101
10021;B7IV;0.012;29041.463933;46012.769738;83901.24178;3531831.69791956
10055;B1IV:;0.128;29155.250312;46017.504319;83859.17114;3047894.98962799
10060;O9.5Ia;0.31;27751.39283;43770.89973;85521.742455;2582260.1906346
10078;B0.5:III:;0.44;27103.908962;42696.295152;86269.37137;3467368.50452532
10104;B9;0.019;30434.064725;47791.094134;82400.115449;2535128.63049791
10156;G5;1.197;37532.97823;58561.615162;71845.756832;5395106.22515127
10180;A1Vn;0.081;41985.797131;65340.342972;62990.733021;16292960.3263972
10204;K0;1.142;33642.550884;52196.455242;78381.81441;3076096.8147407
10227;B5Ia;0.298;29046.034072;44947.099995;84475.357626;24434305.5269397
10228;O8Vnn;0.063;30227.576622;46771.681412;83058.432465;4613175.7456038
10243;B1Ia;1.022;26595.413114;41058.432226;87217.481874;3104559.58812836
10254;K2/K3III;1.4;37002.081202;57029.891748;-73337.830851;16292960.3263972
10269;K0;1.401;49258.868946;75697.96041;42934.631975;3076096.8147407
10281;K2;1.537;47663.285894;73128.070057;48790.332521;6918309.70918938
10323;B0.5Ib;0.536;27787.738141;42401.782627;86197.043855;5105049.99975406
10338;A0;0.037;32101.234467;48868.677113;81125.601132;5248074.60249771
10361;K5;1.661;33074.703985;50180.18058;79925.048407;21877616.2394956
10379;A3Iab;0.554;28730.658913;43533.665953;85319.218783;23334580.6228101
10380;G8III;0.979;37013.74424;56084.20998;-74057.708095;4017908.10848939
10443;B1V;0.038;31520.752867;47375.469461;82231.423052;4965923.21450338
10464;M0III;1.57;27879.628535;41764.3792;-86478.106726;2511886.43150958
10472;C5II;2.111;54294.582433;81256.604065;21200.525923;3404081.89701001
10475;B3IV-V;-0.003;31241.981632;46737.738546;82701.40478;3801893.96320561
10486;B2III;0.298;24367.618365;36394.367854;89898.10402;5701642.72280748
10489;M1Iab;2.201;29366.032123;43857.529683;84936.17111;2679168.32481904
10541;B0III;0.104;31225.214164;46395.578767;82900.158217;6194410.75076782
10568;B9;-0.051;41106.304104;60924.652413;67811.934727;5597576.01495109
10576;M3e-M6e;1.44;50695.572853;75075.476665;42351.291606;3732501.57795721
10593;K0;1.129;56055.047342;82799.271825;1453.359133;3698281.79780267
10595;B9;0.362;18724.468013;27648.898861;94259.920907;2606153.5499989
10610;B5Ve...;0.011;36218.610549;53394.273861;76401.987993;7046930.68967145
10615;B0IIIp;0.092;30799.681966;45382.676421;83616.937226;4246195.63946313
10624;B2Ib;0.233;30583.836257;45014.078304;83894.944094;9638290.23623972
10633;B1Iab;0.281;30579.941539;44970.8699;83919.532653;22284351.492703
10643;K0;1.023;44256.607728;65008.78226;61767.393514;2630267.99189538
10661;F8;1.2;44717.253072;65553.614019;60853.02759;2910717.11806661
10676;K3/K4III;1.496;40052.644146;58625.850666;-70418.71435;2703958.36410884
10693;G5;1.318;45493.715076;66401.309489;59339.598809;3597493.35155743
10704;B5Ib;0.133;31100.38367;45347.79272;83524.51004;4130475.01990161
10734;K2;1.612;39943.043032;58033.068693;70969.826344;5011872.33627272
10747;M...;1.555;56351.361109;81781.735282;11673.554528;3872576.44921617
10771;K2;1.597;45367.436977;65640.898168;60274.937991;6486344.3354824
10780;B9Ia;0.529;24566.86189;35497.329631;90202.044319;12133888.5046498
10805;B3Ia;0.464;30945.548531;44576.994872;83995.621771;20511621.7882557
10816;B2Ia;0.5;30948.064893;44515.016859;84027.557842;19054607.1796325
10831;K3III;1.426;54172.249213;77789.140255;-31846.774933;3133285.7243156
10926;B8Ib;0.316;32292.553872;45813.541874;82814.915853;17218685.7498601
10935;B0III;0.164;32390.552914;45892.397424;82732.943503;3630780.54770101
10968;K2;1.635;29185.702853;41200.17277;86317.672077;3076096.8147407
11018;O6.5...;0.097;31683.518687;44470.532989;83776.645356;3404081.89701001
11020;A1Ia;0.569;31405.96089;44060.465051;84097.211349;23988329.1901949
11058;;1.495;14082.211732;19683.182963;97027.128274;3076096.8147407
11060;A2Ia;0.369;32673.273718;45655.539382;82752.817967;75162289.4018205
11066;G6/G8V;0.913;56181.107213;78441.169968;-26280.52599;3698281.79780267
11079;K0;1.284;51647.658254;71973.31226;46393.552561;3467368.50452532
11098;A2Ia;0.634;31589.801702;43924.799931;84099.32402;8871560.1203796
11099;O8.5V;-0.204;43746.036483;60820.297241;66235.758116;9036494.73722302
11148;G5;0.979;49302.4903;68209.578275;54006.646644;4055085.35448384
